"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Apr 10 09:05:35 GMT 2021","Sat Apr 10 09:05:36 GMT 2021","127","src.sw.allotmentclub.alembic.versions","re_2_add_change_of_electricmeter__444966e3e7d6","","","","src/sw/allotmentclub/alembic/versions/re_2_add_change_of_electricmeter__444966e3e7d6.py",""
"passed","Sat Apr 10 09:06:12 GMT 2021","Sat Apr 10 09:06:12 GMT 2021","414","src.sw.allotmentclub.browser.tests","test_protocol","","","","test_displays_list_of_protocols",""
"passed","Sat Apr 10 09:05:51 GMT 2021","Sat Apr 10 09:05:51 GMT 2021","3","src.sw.allotmentclub.browser.tests","test_mail","","","","test__mail__print_or_sent_date_3","It returns sent date if message is sent and printed."
"passed","Sat Apr 10 09:05:51 GMT 2021","Sat Apr 10 09:05:51 GMT 2021","3","src.sw.allotmentclub.browser.tests","test_mail","","","","test__mail__print_or_sent_date_2","It returns sent date if message is sent."
"passed","Sat Apr 10 09:05:51 GMT 2021","Sat Apr 10 09:05:51 GMT 2021","3","src.sw.allotmentclub.browser.tests","test_mail","","","","test__mail__print_or_sent_type_3","It returns `Brief und E-Mail` if message is sent for multiple Members."
"passed","Sat Apr 10 09:05:30 GMT 2021","Sat Apr 10 09:05:30 GMT 2021","126","src.sw.allotmentclub.alembic.versions","add_position_and_signature_to_users_2fd64f1e524c","","","","src/sw/allotmentclub/alembic/versions/add_position_and_signature_to_users_2fd64f1e524c.py",""
"passed","Sat Apr 10 09:05:34 GMT 2021","Sat Apr 10 09:05:34 GMT 2021","115","src.sw.allotmentclub.alembic.versions","make_date_of_assignments_a_datetime_56b305a07721","","","","src/sw/allotmentclub/alembic/versions/make_date_of_assignments_a_datetime_56b305a07721.py",""
"passed","Sat Apr 10 09:05:26 GMT 2021","Sat Apr 10 09:05:26 GMT 2021","135","src.sw.allotmentclub","protocol","","","","protocol.py",""
"passed","Sat Apr 10 09:05:24 GMT 2021","Sat Apr 10 09:05:25 GMT 2021","130","src.sw.allotmentclub","base","","","","base.py",""
"passed","Sat Apr 10 09:05:42 GMT 2021","Sat Apr 10 09:05:43 GMT 2021","606","src.sw.allotmentclub.browser.tests","test_account","","","","test_SplitBookingView_2","It splits booking on form submit."
"passed","Sat Apr 10 09:06:10 GMT 2021","Sat Apr 10 09:06:10 GMT 2021","8","src.sw.allotmentclub.browser.tests","test_postmark_webhook","","","","test__mail__postmark_webhook_3","It creates bounce status when message was bounced."
"passed","Sat Apr 10 09:05:38 GMT 2021","Sat Apr 10 09:05:38 GMT 2021","157","src.sw.allotmentclub.browser","navigation","","","","navigation.py",""
"passed","Sat Apr 10 09:05:50 GMT 2021","Sat Apr 10 09:05:50 GMT 2021","13","src.sw.allotmentclub.browser.tests","test_mail","","","","test__mail__get_recipient_1","It returns lastname and firstname of member of given message id."
"passed","Sat Apr 10 09:06:21 GMT 2021","Sat Apr 10 09:06:21 GMT 2021","134","src.sw.allotmentclub.tests","test_member","","","","test_member.py",""
"passed","Sat Apr 10 09:06:05 GMT 2021","Sat Apr 10 09:06:05 GMT 2021","135","src.sw.allotmentclub.browser.tests","test_navigation","","","","test_navigation.py",""
"passed","Sat Apr 10 09:05:27 GMT 2021","Sat Apr 10 09:05:27 GMT 2021","122","src.sw.allotmentclub.alembic.versions","add_accounting_year_for_protocols_20588bf7b8a7","","","","src/sw/allotmentclub/alembic/versions/add_accounting_year_for_protocols_20588bf7b8a7.py",""
"passed","Sat Apr 10 09:05:31 GMT 2021","Sat Apr 10 09:05:31 GMT 2021","118","src.sw.allotmentclub.alembic.versions","update_hours_of_assignment_attendees_to__39a3b6119fc6","","","","src/sw/allotmentclub/alembic/versions/update_hours_of_assignment_attendees_to__39a3b6119fc6.py",""
"passed","Sat Apr 10 09:05:28 GMT 2021","Sat Apr 10 09:05:28 GMT 2021","119","src.sw.allotmentclub.alembic.versions","add_filter_for_ignoring_bookings_in__1fb65d65969","","","","src/sw/allotmentclub/alembic/versions/add_filter_for_ignoring_bookings_in__1fb65d65969.py",""
"passed","Sat Apr 10 09:05:40 GMT 2021","Sat Apr 10 09:05:41 GMT 2021","668","src.sw.allotmentclub.browser.tests","test_account","","","","test_BookingListView_1","It displays list of bookings."
"passed","Sat Apr 10 09:05:38 GMT 2021","Sat Apr 10 09:05:38 GMT 2021","501","src.sw.allotmentclub.browser","member","","","","member.py",""
"passed","Sat Apr 10 09:06:15 GMT 2021","Sat Apr 10 09:06:15 GMT 2021","113","src.sw.allotmentclub.signatures","__init__","","","","src/sw/allotmentclub/signatures/__init__.py",""
"passed","Sat Apr 10 09:05:35 GMT 2021","Sat Apr 10 09:05:35 GMT 2021","174","src.sw.allotmentclub.alembic.versions","re_1_update_member_model_48019c236591","","","","src/sw/allotmentclub/alembic/versions/re_1_update_member_model_48019c236591.py",""
"passed","Sat Apr 10 09:05:50 GMT 2021","Sat Apr 10 09:05:50 GMT 2021","210","src.sw.allotmentclub.browser.tests","test_letter","","","","test_send_mail_sends_text_mail",""
"passed","Sat Apr 10 09:06:13 GMT 2021","Sat Apr 10 09:06:13 GMT 2021","1","src.sw.allotmentclub.tests","test_account","","","","test_split_booking_failure_5",""
"passed","Sat Apr 10 09:06:12 GMT 2021","Sat Apr 10 09:06:12 GMT 2021","312","src.sw.allotmentclub.tests","test_account","","","","test_booking_can_be_splitted",""
"passed","Sat Apr 10 09:06:09 GMT 2021","Sat Apr 10 09:06:09 GMT 2021","11","src.sw.allotmentclub.browser.tests","test_postmark_webhook","","","","test__mail__postmark_webhook_1","It saves the open status when messages opens."
"passed","Sat Apr 10 09:05:36 GMT 2021","Sat Apr 10 09:05:36 GMT 2021","279","src.sw.allotmentclub.browser","keylist","","","","keylist.py",""
"passed","Sat Apr 10 09:05:29 GMT 2021","Sat Apr 10 09:05:29 GMT 2021","123","src.sw.allotmentclub.alembic.versions","add_leased_status_to_parcel_75aee9c50aa","","","","src/sw/allotmentclub/alembic/versions/add_leased_status_to_parcel_75aee9c50aa.py",""
"passed","Sat Apr 10 09:06:12 GMT 2021","Sat Apr 10 09:06:12 GMT 2021","1","src.sw.allotmentclub.tests","test_account","","","","test_split_booking_failure_1",""
"passed","Sat Apr 10 09:06:12 GMT 2021","Sat Apr 10 09:06:12 GMT 2021","272","src.sw.allotmentclub.tests","test_account","","","","test_imported_booking_data",""
"passed","Sat Apr 10 09:05:58 GMT 2021","Sat Apr 10 09:06:03 GMT 2021","4800","src.sw.allotmentclub.browser.tests","test_mail","","","","test__mail__MailElectricityPreview_1","It can send Energieabrechnungen."
"passed","Sat Apr 10 09:06:20 GMT 2021","Sat Apr 10 09:06:20 GMT 2021","3","src.sw.allotmentclub.tests","test_electricity","","","","test__EnergyValue__price_1","Price is 0 if no EnergyPrice is defined for the year."
"passed","Sat Apr 10 09:05:28 GMT 2021","Sat Apr 10 09:05:28 GMT 2021","121","src.sw.allotmentclub.alembic.versions","add_formbrief_depot_2535014c8ab8","","","","src/sw/allotmentclub/alembic/versions/add_formbrief_depot_2535014c8ab8.py",""
"passed","Sat Apr 10 09:05:26 GMT 2021","Sat Apr 10 09:05:27 GMT 2021","119","src.sw.allotmentclub.alembic.versions","add_accounting_year_to_assignments_50035156da61","","","","src/sw/allotmentclub/alembic/versions/add_accounting_year_to_assignments_50035156da61.py",""
"passed","Sat Apr 10 09:05:49 GMT 2021","Sat Apr 10 09:05:50 GMT 2021","570","src.sw.allotmentclub.browser.tests","test_home","","","","test_fa_icon_if_system_user",""
"passed","Sat Apr 10 09:06:16 GMT 2021","Sat Apr 10 09:06:16 GMT 2021","291","src.sw.allotmentclub.tests","test_account","","","","test_import_via_sparkassen_csv",""
"passed","Sat Apr 10 09:05:33 GMT 2021","Sat Apr 10 09:05:33 GMT 2021","205","src.sw.allotmentclub.browser","authority","","","","authority.py",""
"passed","Sat Apr 10 09:05:35 GMT 2021","Sat Apr 10 09:05:36 GMT 2021","424","src.sw.allotmentclub.browser","electricity","","","","electricity.py",""
"passed","Sat Apr 10 09:05:35 GMT 2021","Sat Apr 10 09:05:35 GMT 2021","191","src.sw.allotmentclub.browser","depot","","","","depot.py",""
"passed","Sat Apr 10 09:05:46 GMT 2021","Sat Apr 10 09:05:46 GMT 2021","634","src.sw.allotmentclub.browser.tests","test_account","","","","test_SEPASammlerUpdateView_2","Testing SEPASammler Energieabschlag 2."
